iter	top_quantile_trade	RMSE	R2	MAE
0	0.07141636957	1.283751765	0.0001249216795	1.109169864
1	0.09855842645	1.28365025	0.0002830492989	1.109129107
2	0.1214522884	1.283585281	0.0003842439662	1.109075765
3	0.1318392558	1.283526307	0.0004760963193	1.109028874
4	0.1451318212	1.283429123	0.0006274505737	1.108979635
5	0.160620463	1.283353554	0.000745134372	1.108919008
6	0.1634698952	1.283235564	0.0009288656965	1.108795265
7	0.2003570317	1.283180357	0.001014828194	1.108733922
8	0.1927082304	1.283132997	0.001088568169	1.108739467
9	0.2249240327	1.283042493	0.001229476873	1.108716963
10	0.2245549521	1.282987608	0.001314924521	1.108634826
11	0.1990225576	1.282930192	0.001404308875	1.108596375
12	0.2061189427	1.282847215	0.001533477469	1.108506314
13	0.2183313681	1.282778896	0.001639823446	1.108429446
14	0.242613233	1.282730593	0.001715008708	1.108381911
15	0.2445093606	1.282647006	0.001845107318	1.108338619
16	0.2415037113	1.282586208	0.001939731744	1.108335326
17	0.2712073659	1.282542341	0.002008000526	1.108309398
18	0.2841276931	1.282495524	0.002080859623	1.108291823
19	0.2628246666	1.282403089	0.002224702926	1.108233974
20	0.2406213124	1.282336402	0.002328473147	1.108196689
21	0.272581343	1.282209733	0.002525562402	1.108067368
22	0.325843936	1.282123342	0.002659970669	1.108026133
23	0.321174344	1.282023234	0.00281570947	1.107980167
24	0.3347565952	1.281944815	0.002937697846	1.107883745
25	0.340520843	1.281885483	0.003029988743	1.107825479
26	0.3476127561	1.281840386	0.003100135115	1.10777989
27	0.3550789451	1.281760375	0.003224580938	1.107713044
28	0.3419329882	1.281679941	0.003349678251	1.107655845
29	0.3937077272	1.281600425	0.003473339567	1.10759057
30	0.3826824104	1.281474766	0.003668745438	1.107494162
31	0.3915204233	1.281415822	0.003760401283	1.107432454
32	0.412643862	1.281342114	0.003875006045	1.107355565
33	0.4328956032	1.281277241	0.003975869481	1.107262857
34	0.4080090362	1.281237274	0.00403800667	1.107221783
35	0.4146769573	1.281196917	0.004100747779	1.107187666
36	0.4273157044	1.281124369	0.004213530377	1.107161584
37	0.4023458735	1.281043127	0.004339821505	1.107089036
38	0.4070147578	1.280982486	0.004434083262	1.107036578
39	0.4094835363	1.280931585	0.004513200511	1.106976761
40	0.4000471024	1.280896208	0.004568186155	1.106940381
41	0.4185098121	1.280814205	0.004695638409	1.106870966
42	0.4209983543	1.280737724	0.00481449864	1.106770067
43	0.4130062873	1.280695251	0.004880504924	1.106726186
44	0.4077633903	1.280609857	0.005013204472	1.106643363
45	0.4132877354	1.280530531	0.005136467962	1.106578812
46	0.4285080185	1.280455368	0.005253255382	1.106539993
47	0.4245730169	1.280405993	0.005329968821	1.106490195
48	0.4241891283	1.280367509	0.005389760351	1.106455255
49	0.4187871211	1.280329441	0.005448903195	1.106411211
50	0.4377861851	1.280272062	0.005538044873	1.106336607
51	0.4437841114	1.280190859	0.005664191218	1.106280564
52	0.441396053	1.28013204	0.005755558661	1.106214231
53	0.4342235892	1.280089429	0.00582174791	1.106158508
54	0.4360125622	1.28001181	0.005942309197	1.106090486
55	0.4507258167	1.279947404	0.006042341479	1.106034912
56	0.4575936373	1.279889625	0.006132077209	1.105966984
57	0.4484982637	1.279772901	0.006313348774	1.105873381
58	0.4481041305	1.279705982	0.006417264989	1.1058087
59	0.4449690276	1.279674764	0.006465740234	1.105804886
60	0.4516246391	1.279623897	0.006544724388	1.105776596
61	0.446514215	1.279546068	0.006665568591	1.10570013
62	0.4514884308	1.279507262	0.006725819414	1.105677863
63	0.451662106	1.279418654	0.006863386371	1.105596136
64	0.4468796676	1.279287915	0.007066345585	1.105544665
65	0.4530117476	1.279234666	0.007149003514	1.105500628
66	0.4528559379	1.279167491	0.007253273176	1.105436309
67	0.4605615493	1.279122929	0.0073224399	1.105395693
68	0.4604134565	1.279080212	0.00738874089	1.105374587
69	0.4593543918	1.279013774	0.007491855408	1.105302061
70	0.4707045448	1.278974848	0.007552267539	1.105245453
71	0.4723477463	1.278914976	0.007645183305	1.105176841
72	0.4734185088	1.278873795	0.007709089325	1.105128641
73	0.4831018031	1.278807975	0.007811227646	1.10509218
74	0.4651386822	1.278764384	0.007878867354	1.105072537
75	0.4739251271	1.278694176	0.007987805782	1.105017102
76	0.4842650868	1.278626815	0.008092320816	1.104941834
77	0.4865197388	1.278584071	0.00815863845	1.10490709
78	0.4877710468	1.278519649	0.008258584062	1.104856573
79	0.4772923649	1.278450807	0.008365381818	1.104781773
80	0.4853740319	1.278412084	0.008425452354	1.104739032
81	0.4772109995	1.27838073	0.008474090343	1.104672863
82	0.4864659009	1.278312201	0.008580389897	1.104607035
83	0.4982669289	1.278251831	0.0086740308	1.104527818
84	0.4999020005	1.278176412	0.008791006662	1.104470247
85	0.4810637051	1.278062696	0.008967370268	1.104386602
86	0.4777042132	1.277999736	0.009065008069	1.104323327
87	0.4843099232	1.277919475	0.009189469417	1.104254877
88	0.4875336139	1.277870923	0.009264756109	1.10419212
89	0.4940443079	1.277827774	0.009331662313	1.104153544
90	0.4903526704	1.277761719	0.00943407991	1.10409789
91	0.5079179284	1.277695368	0.009536953415	1.10401266
92	0.5114994172	1.277648209	0.009610066881	1.103967833
93	0.5058112697	1.277573328	0.009726153256	1.103884818
94	0.5177178552	1.277518503	0.009811143648	1.103833909
95	0.5208061908	1.277461847	0.009898968998	1.103818716
96	0.5117177633	1.277380249	0.01002545014	1.103747703
97	0.5113567615	1.277295543	0.01015674095	1.10366427
98	0.5118206142	1.277244391	0.01023602003	1.103610661
99	0.5158424548	1.277174936	0.01034366092	1.103539351
100	0.5068359826	1.27710886	0.01044606066	1.103471703
101	0.516750203	1.277052026	0.01053413249	1.103421605
102	0.5197896258	1.276986588	0.01063553443	1.103377902
103	0.5217303367	1.276904411	0.01076286495	1.103356139
104	0.531954589	1.276854071	0.01084086161	1.103299283
105	0.5405688864	1.276790644	0.01093913221	1.103227195
106	0.5440394519	1.276663837	0.01113558298	1.103183448
107	0.5432005265	1.276586556	0.01125529833	1.103107558
108	0.5402267545	1.276555841	0.01130287705	1.103070523
109	0.5512674303	1.276504394	0.01138256669	1.103037695
110	0.5485879947	1.276451846	0.01146395971	1.10298063
111	0.5466489006	1.276397207	0.01154858704	1.102916934
112	0.5481786287	1.276330983	0.01165115267	1.102845153
113	0.5426774069	1.276279607	0.01173071803	1.102797278
114	0.5515344579	1.276229026	0.01180905027	1.102753336
115	0.5533348048	1.276183859	0.01187899551	1.102706784
116	0.5556612032	1.27613119	0.0119605542	1.102634045
117	0.5655176165	1.276102216	0.01200541998	1.102575748
118	0.5754265977	1.276047415	0.01209027482	1.10252634
119	0.5573656283	1.275989961	0.01217923526	1.102502131
120	0.573544759	1.275926951	0.01227679197	1.102440178
121	0.5785148399	1.275846375	0.01240153939	1.102370748
122	0.5759222419	1.275790399	0.01248819672	1.102291406
123	0.5870356441	1.275680047	0.01265902254	1.102200521
124	0.5987892928	1.27560887	0.01276919672	1.102131121
125	0.6022253775	1.275575556	0.01282076272	1.102061529
126	0.5851193644	1.275526309	0.01289698601	1.102002969
127	0.5907638332	1.275484303	0.01296200082	1.101953092
128	0.5824912331	1.275458466	0.01300198791	1.101913939
129	0.5997524142	1.27540708	0.01308151565	1.101855943
130	0.5989106742	1.275340872	0.013183977	1.101767559
131	0.605509886	1.275300992	0.01324569122	1.101713362
132	0.604427297	1.275236999	0.01334471753	1.101659142
133	0.6167121906	1.275154101	0.01347299019	1.101611452
134	0.6243815161	1.275106571	0.01354653229	1.101590539
135	0.6240470594	1.275011267	0.01369398498	1.101506144
136	0.6381683261	1.274940826	0.0138029638	1.101427764
137	0.6378604996	1.274878377	0.01389957304	1.101350027
138	0.6369012271	1.2748326	0.01397038843	1.101286819
139	0.6476852126	1.274736337	0.01411929359	1.101199955
140	0.6439575455	1.274670979	0.01422038522	1.101130462
141	0.647681762	1.274637112	0.01427276767	1.101093027
142	0.6423329111	1.2745709	0.01437517444	1.101043628
143	0.6476907393	1.274518652	0.01445597864	1.100997372
144	0.6192341665	1.274482894	0.01451127981	1.100949853
145	0.6242807987	1.274456335	0.0145523518	1.100914473
146	0.6281610356	1.274413346	0.01461883153	1.100874214
147	0.6322047481	1.274386441	0.01466043676	1.100839397
148	0.6408222281	1.274338864	0.01473400788	1.100792143
149	0.6398379649	1.274287459	0.01481349557	1.100723962
150	0.6462252928	1.274228748	0.01490427457	1.10067887
151	0.6402204792	1.274170012	0.01499508915	1.100626315
152	0.6408177096	1.274114309	0.01508121094	1.100556684
153	0.6480050027	1.274061743	0.01516247776	1.10050155
154	0.6554362014	1.273987697	0.0152769495	1.100442716
155	0.6559240171	1.273937686	0.01535425888	1.100390953
156	0.659493946	1.273897373	0.01541657536	1.100361163
157	0.6620253146	1.273868023	0.01546194233	1.1003276
158	0.6719320096	1.273818547	0.01553841935	1.100300364
159	0.660987925	1.273747797	0.01564777238	1.100226591
160	0.6567352135	1.273700546	0.01572080276	1.100181835
161	0.6649073426	1.27360853	0.01586301274	1.100149759
162	0.6699891302	1.27351307	0.0160105333	1.100100737
163	0.6683701471	1.273465826	0.01608353984	1.100074981
164	0.6636054392	1.273420075	0.01615423568	1.100030171
165	0.6608303271	1.27336605	0.01623771307	1.099959204
166	0.6673554564	1.273295925	0.01634606281	1.099888699
167	0.6703847819	1.27324986	0.01641723393	1.099817189
168	0.6650935655	1.273178017	0.01652822835	1.099734714
169	0.670406639	1.273114414	0.01662648642	1.099678075
170	0.6782585055	1.273052121	0.01672271543	1.099613882
171	0.6759939955	1.273014259	0.01678120327	1.099559903
172	0.6980785965	1.272959206	0.01686624164	1.09949837
173	0.6972148358	1.272863356	0.01701428982	1.099399469
174	0.6894704654	1.272791996	0.0171245054	1.09934216
175	0.7103491341	1.27271968	0.01723618957	1.099269676
176	0.7136088557	1.272663617	0.01732276774	1.099214177
177	0.7363053732	1.272618224	0.01739286609	1.099160896
178	0.7168936215	1.272555098	0.0174903447	1.09909856
179	0.7348810871	1.272446983	0.01765728501	1.098998422
180	0.7315266894	1.272398167	0.01773265596	1.098936726
181	0.721827104	1.272339266	0.0178235953	1.098890307
182	0.7405983823	1.272248363	0.01796393341	1.098830687
183	0.7445241133	1.272223793	0.01800186467	1.098791458
184	0.7337297912	1.27215711	0.01810480361	1.098729206
185	0.7424786669	1.272088833	0.0182101976	1.098667502
186	0.7553168341	1.272013166	0.01832699238	1.09860866
187	0.749766165	1.271975122	0.01838571297	1.09855289
188	0.7469085546	1.271934884	0.01844781739	1.09851358
189	0.7522785999	1.271899399	0.01850258346	1.098462852
190	0.7572076257	1.27185727	0.01856760363	1.098411116
191	0.7712398802	1.271785129	0.01867893554	1.098355212
192	0.7730928508	1.271750458	0.01873243906	1.098335603
193	0.7716602849	1.271707786	0.01879828893	1.098296339
194	0.7808919397	1.271618377	0.01893625382	1.098211002
195	0.7869926873	1.271528108	0.01907553442	1.098135319
196	0.7818998134	1.271489728	0.01913475026	1.098101636
197	0.7921416602	1.271405013	0.01926544925	1.098025804
198	0.7831864575	1.271335891	0.01937208487	1.09796786
199	0.7945371804	1.271290502	0.01944210384	1.097934619
200	0.792859474	1.271252636	0.01950051623	1.097894504
201	0.7824271995	1.271208317	0.01956888013	1.097826571
202	0.7880572978	1.271111593	0.01971807314	1.097758443
203	0.7850699093	1.271016191	0.01986521547	1.097698206
204	0.7904873452	1.270956386	0.01995744933	1.097604319
205	0.7968964739	1.270857362	0.02011015998	1.097503198
206	0.7922128794	1.270787752	0.02021750242	1.097453408
207	0.8037401144	1.270716887	0.02032677429	1.09736915
208	0.7945555975	1.270662425	0.02041074868	1.097308534
209	0.7924217249	1.270570189	0.02055295689	1.097224832
210	0.7981032455	1.270515184	0.02063775866	1.097162713
211	0.8005761037	1.270449752	0.02073863143	1.097108164
212	0.8148166141	1.270370211	0.0208612482	1.09702235
213	0.811435216	1.270299599	0.02097009423	1.096954767
214	0.8092042379	1.270252522	0.02104265714	1.096905237
215	0.8196533838	1.270202059	0.02112043755	1.096867959
216	0.809670753	1.270150031	0.02120062596	1.096820685
217	0.8233447438	1.270031254	0.02138368177	1.096742022
218	0.8172024991	1.269961764	0.02149076857	1.096694935
219	0.8209584557	1.269857689	0.02165114158	1.096621236
220	0.8195524941	1.269817046	0.02171376679	1.096575948
221	0.8244306549	1.269715885	0.02186963264	1.096465844
222	0.8320605446	1.269678911	0.02192659787	1.096432457
223	0.8384509304	1.269595747	0.02205472226	1.09634681
224	0.832227851	1.269560876	0.02210844202	1.09632315
225	0.829880836	1.269523513	0.02216599898	1.096256401
226	0.8348670815	1.269419141	0.0223267755	1.096160156
227	0.8361289807	1.269330451	0.02246338311	1.096088599
228	0.8405826559	1.269272177	0.02255313732	1.096018685
